142378325086715906	N
142379080808013825	NONE
142379173120442368	P+
142379815708803072	N
142381190123499520	NONE
142382515380961280	N
142382561501511680	P+
142382722910912512	P+
142384554206961664	P+
142386873539637248	N
142387377162301440	NONE
142387445416210433	P+
142389851369635840	P+
142390954547097602	P
142391025904795648	P+
142391095542816768	NONE
142393574045126656	NONE
142394602438131712	P+
142396075842600960	P+
142396855916044288	NONE
142415001527918592	NONE
142421530687717376	NONE
142460545457602560	P+
142475773452886016	P+
142477209632903168	P+
142482752330153984	NONE
142483422185656320	N+
142485850201128960	NONE
142485918836736000	NONE
142486052484038656	NONE
142486381397164033	P
142486630631084033	NONE
142486712227082241	NONE
142486919400538112	P+
142487239157485568	NONE
142488286315819008	NONE
142491078208139264	NONE
142494256848830464	P+
142494607496843264	NONE
142495262479364096	P+
142497671016484865	N
142497699302866944	NONE
142499127832494080	N+
142500633537298433	NONE
142500724192968704	NONE
142500804937515008	NONE
142500883211620352	NONE
142500968737673216	NONE
142501075709198337	NONE
142501170240438272	NONE
142501301614424065	NONE
142501524881420288	NONE
142501730578472960	NONE
142501898589704192	NONE
142501984174473216	NONE
142502047378440192	NONE
142502258423246848	NONE
142502677249662976	NONE
142502775421538304	P+
142502823844790272	NONE
142502896292990977	N
142502942770077696	N
142502960973348865	NONE
142503620242452481	NONE
142503916653903872	NONE
142504196879548416	NONE
142504439373246464	NONE
142504638002892800	NONE
142504727190581248	NONE
142504841095299073	NONE
142504855322374144	P+
142505110604484608	NONE
142505265017798657	NONE
142505493573808128	P+
142505734536568832	NONE
142506146316554240	NONE
142506397710553089	NONE
142506551473750016	P+
142507214131830784	N
142507239087947776	N+
142507590868418560	N
142507766253236224	NONE
142507935833133057	NONE
142508088849727488	NONE
142508270874140672	P+
142508791794118656	NONE
142509388878462976	N+
142509578851074049	P+
142512302938275840	N+
142512893211049984	NONE
142513195230310400	NONE
142513224431058945	P+
142513405486571521	NONE
142513579676020736	NONE
142513624051752961	NONE
142513735586684928	NONE
142514081943916544	N+
142514084330475520	NONE
142514091922178048	N
142514188173062144	NONE
142514278040215554	NONE
142514283186622464	NONE
142514327180685312	NONE
142515270861332480	N+
142515302075338752	N
142515878196543488	N
142516197815107585	NONE
142516420109025280	N
142516833252163584	P+
142517897066057728	NONE
142518445433552896	NONE
142518816134533120	P+
142519853058768896	N+
142520717710336000	N+
142521046216609793	P+
142521138352885762	N
142521503320244224	P+
142521829431590912	NONE
142522230528679936	NONE
142522394911838208	N+
142522576965607424	P+
142522835406028802	NONE
142522854553026560	N
142523453969408001	NONE
142523509204193282	P+
142523541026381824	NONE
142523848988954624	NONE
142524057986940928	P+
142524118896607233	NONE
142524300841328640	N+
142524467858509824	P+
142524640164712449	N+
142524992247173120	P+
142525120194416640	N
142526193558749184	N+
142526733772521473	P+
142529332873658369	P+
142529729663221760	P+
142530142164623360	N+
142530991100141568	P+
142531147623186432	N
142531271871037440	NONE
142531458869903360	N
142531700096901120	NONE
142531789536239617	N
142531844582281218	NONE
142532057690677249	NONE
142532289358860288	N
142532743211917312	N
142533188248539136	NONE
142533317449883649	N+
142533337058263040	NONE
142533683696508928	N
142533692714262528	P+
142534618069995521	NONE
142535083159597056	NONE
142535476123942913	NONE
142535566905446400	N
142536430848188417	P+
142536601149517824	NONE
142537512634695681	P+
142537641777303552	NONE
142537837026361344	P+
142537895532695552	P+
142538062407282688	NONE
142538534165815296	NONE
142538557066711040	P+
142539010642944000	NONE
142539491977076736	P+
142541084181016576	P+
142541935536640000	NONE
142541991593517056	N+
142542152801583104	NONE
142542714729271296	P+
142542812645306368	P+
142543132167380992	P+
142543401928228864	P+
142543435746910208	P+
142543744883900416	P+
142543817751531520	NONE
142543884692631553	P+
142544262574256128	NONE
142544413887967232	NONE
142544820173410305	NONE
142544958442835968	N
142545026617057280	NONE
142546217749065728	N+
142547179544911872	P+
142547238944641024	NONE
142547486077239297	P+
142547774674710528	N
142548408203362304	NONE
142549390022811649	P+
142549989678268418	P+
142550334659760128	P+
142550692790419456	P+
142551264205615104	NONE
142551629131030528	P
142553758390423552	P+
142554089404891136	P
142554253607706624	P+
142554649365454848	NEU
142555200413122560	NONE
142555465069510656	P+
142556794420600832	N
142556846199283712	N
142556866583601152	P+
142557703812812800	NONE
142558203429912576	NONE
142559003686354945	NONE
142559090676203520	NONE
142559890332856321	N
142560261017051136	N
142560436200550400	NONE
142561212981448704	P+
142561930119352320	P+
142562378301702145	P+
142563178079981568	NONE
142564357983830016	N
142564528918507521	NONE
142565026346176513	N+
142566473481715712	N
142566576502214656	NONE
142566834342862850	NONE
142567660427821056	NONE
142568604704063488	P+
142569044107735042	NONE
142569426569527296	NONE
