142389495503925248	NONE
142389933619945473	NEU
142391947707940864	P
142416095012339712	N+
142422495721562112	P+
142424715175280640	NONE
142483342040907776	P+
142493511634259968	NONE
142494476051562496	P+
142496796416016384	P+
142497735814287360	P+
142499355360903168	P+
142504935853006848	N+
142507006832553984	P
142509609565962240	P+
142512151628750849	NONE
142512293681438720	NONE
142513785154969600	P+
142517740517867520	P
142521019171749888	N
142521249246097408	N
142521301054140416	N
142536698188931072	N+
142539660835557376	N
142545185308540928	P
142545757445173248	N
142548640685228032	P+
142552759953141761	P
142556824292442112	P+
142558452257013760	NONE
142561346645540864	NONE
142569992418897922	P
142574119152648192	N
142574138685526016	N
142579555402653696	N
142579605327450115	NEU
142579874547249152	P
142579876459847680	N+
142582871591362560	N
142589717148479489	NONE
142593149913673728	P
142593771790532608	N
142594023780134912	NONE
142598684511711233	NEU
142603527712280577	NONE
142606640099762176	P+
142608911256662016	P
142610350083276800	NONE
142624216959819776	P
142637480934514688	N
142658962175705090	NONE
142660083946491905	P
142660621131980800	NONE
142671399767646208	NONE
142676877553844224	N
142681150308102146	N
142687408129982464	N+
142688031785226240	P
142690669536886787	N
142691468224626688	P+
142692535503028224	N
142696986603302912	P+
142697926290980865	NONE
142698835578327040	P
142700153919377408	N+
142700988762038272	N+
142712535869689857	P+
142716125346668544	P+
142718656571379712	P+
142736560624902144	NONE
142737411007459328	P+
142739315879976960	P+
142746097071304704	N
142753858559553536	NONE
142760416379015168	P+
142862083837530112	N
142886992848494592	P
142889010551984128	N
142896028348203009	P+
142906509758701569	P+
142907037939011584	NONE
142912219972247552	N
142926609215799296	P+
142928818708029440	P
142933511345668097	P
142935206737887232	NONE
142935376787554304	N+
142936416949780481	P
142937245148651521	N
142938216415240192	P
142938533374607360	P+
142938884559478786	N
142940119492603904	N
142940880964296705	NONE
142943592997076992	NONE
142947177998716928	N+
142957892537024512	P+
142966192158683136	N+
142967218228035584	N+
142975775732269056	NONE
142997519004213248	N
143002689222082560	NEU
143002891786006528	NONE
143009263600664577	NONE
143011211649363968	P+
143011541967568896	NONE
143012563263815681	NONE
143016539292041217	NEU
143027966543278081	P+
143056921610563586	N+
143062944438161409	NONE
143070052793581568	P+
143108403655483392	P+
143140299236065280	P+
143152217447346176	P+
143165770904510464	P+
143239663631601666	N
143248510572179457	P+
143256062743691264	N
143257242660110336	NONE
143270558614814720	N
143281884145786880	N
143288518163181568	NEU
143302306111303681	P
143303588125474816	P
143303733898510336	N+
143307115291877376	N
143309719174529025	P
143311475430260736	P+
143314613625290752	NEU
143316804259942400	NONE
143317693754380288	P+
143324562891870209	P+
143342564567810048	P+
143345387305041920	NEU
143346236257337345	P
143353252459712512	NEU
143354376042463233	P+
143354541075726336	P+
143354715411988480	N+
143356195539927042	P+
143358081777139712	P+
143358450691354624	N
143364774506405888	P+
143364815681888257	P+
143364900327137280	P+
143365066933284864	P+
143370650403352576	P+
143374898637709314	P+
143375938397278208	NONE
143384402423054336	NEU
143386588964073473	NONE
143390430346756096	P+
143397042977386497	NONE
143403534468120578	NONE
143414408675196929	P+
143419382196998145	P
143438321790627841	N
143448893428998145	NONE
143452437305495552	N
143458158097076224	N
143461111788867584	N
143569425671528449	P
143580586752229377	P+
143582635455811586	P+
143585437393485825	N+
143591708486148097	N
143617992159272960	N
143631452465143808	NONE
143643482240720896	P
143643991743803392	NONE
143645176269783040	N
143655052446404608	NONE
143679075666493441	NONE
143689395797626881	N
143696388260237312	NEU
143703943103528960	NONE
143710718833852416	N+
143712322496630784	NEU
143713822115504128	P+
143716894099259392	P
143727355997851648	N
143731999457292288	N
143737549490372608	N
143741539598860288	P
143750000407625728	NONE
143760004057542657	NEU
143764315495862272	N
143767817613885440	NONE
143770811671646208	NONE
143783103729631232	P+
143793465787039744	NONE
143798628799102977	P
143800453224861696	P+
143801624400363520	N+
143801990751858688	P
143808378119004160	P+
143810044188823552	P+
143814203675906048	P+
143815421844398080	P+
143818232397185024	N
143822866931130368	P+
143837923459084288	N
143846069267214337	P+
143848339530723328	P
143853705484177411	NONE
143885981412630529	P+
